Taxon;Vials;Specimens;CollID;TrapID
Asilidae;3;39;1420;1005
Asteiidae;0;0;1420;1005
Athericidae;0;0;1420;1005
Aulacigasteridae;0;0;1420;1005
Bombyliidae;1;1;1420;1005
Brachystomatidae;0;0;1420;1005
Braulidae;0;0;1420;1005
Calliphoridae;1;4;1420;1005
Camillidae;1;1;1420;1005
Campichoetidae;0;0;1420;1005
Carnidae;1;5;1420;1005
Chamaemyiidae;1;2;1420;1005
Chiropteromyzidae;0;0;1420;1005
Chloropidae;1;104;1420;1005
Chyromyidae;0;0;1420;1005
Clusiidae;1;4;1420;1005
Coelopidae;0;0;1420;1005
Coenomyiidae;0;0;1420;1005
Conopidae;0;0;1420;1005
Diastatidae;0;0;1420;1005
Dolichopodidae;2;253;1420;1005
Drosophilidae;1;26;1420;1005
Dryomyzidae;1;1;1420;1005
Empidoidea;4;1363;1420;1005
Ephydridae;1;18;1420;1005
Fanniidae;1;62;1420;1005
Gasterophilidae;0;0;1420;1005
Helcomyzidae;0;0;1420;1005
Heleomyzidae;1;24;1420;1005
Heterocheilidae;1;1;1420;1005
Hippoboscidae;0;0;1420;1005
Hypodermatidae;0;0;1420;1005
Lauxaniidae;1;48;1420;1005
Lonchaeidae;1;1;1420;1005
Lonchopteridae;1;3;1420;1005
Megamerinidae;0;0;1420;1005
Micropezidae;0;0;1420;1005
Milichiidae;1;31;1420;1005
Muscidae;22;1343;1420;1005
Nycteribiidae;0;0;1420;1005
Odiniidae;0;0;1420;1005
Oestridae;0;0;1420;1005
Opetiidae;0;0;1420;1005
Opomyzidae;1;2;1420;1005
Pallopteridae;0;0;1420;1005
Periscelididae;0;0;1420;1005
Phaeomyiidae;0;0;1420;1005
Phoridae;0;0;1420;1005
Piophilidae;0;0;1420;1005
Pipunculidae;1;10;1420;1005
Platypezidae;0;0;1420;1005
Platystomatidae;0;0;1420;1005
Pseudopomyzidae;0;0;1420;1005
Psilidae;1;2;1420;1005
Rhagionidae;1;3;1420;1005
Rhinophoridae;1;25;1420;1005
Sarcophagidae;1;10;1420;1005
Scathophagidae;1;32;1420;1005
Scenopinidae;0;0;1420;1005
Sciomyzidae;1;4;1420;1005
Sepsidae;1;8;1420;1005
Sphaeroceridae;1;101;1420;1005
Stenomicridae;0;0;1420;1005
Stratiomyidae;0;0;1420;1005
Strongylophthalmyiidae;0;0;1420;1005
Syrphidae;1;34;1420;1005
Tabanidae;1;1;1420;1005
Tachinidae;1;22;1420;1005
Tanypezidae;0;0;1420;1005
Tephritidae;0;0;1420;1005
Tethinidae;0;0;1420;1005
Therevidae;1;5;1420;1005
Trixoscelididae;1;1;1420;1005
Ulidiidae;0;0;1420;1005
Xylomyidae;0;0;1420;1005
Xylophagidae;0;0;1420;1005
Acarthophthalmidae ;0;0;1593;7
Acroceridae;0;0;1593;7
Agromyzidae;1;20;1593;7
Anthomyiidae;3;141;1593;7
Anthomyzidae;1;1;1593;7
Asilidae;1;11;1593;7
